plant_type,geohash6,geohash8,latin_name,family,optimal_temperature,optimal_humidity,optimal_soil_ph,water_requirements_mm_per_week,sunlight_requirements_hours_per_day
Chickpeas,u8k120,u8k120ey,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ez,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120g9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gd,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ge,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gf,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gg,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gh,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gr,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gs,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gt,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gu,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gv,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gw,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gx,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gy,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120gz,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120j9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jd,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120je,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jf,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jg,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jh,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jr,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120js,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jt,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ju,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jv,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jw,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jx,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jy,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120jz,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120m9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120md,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120me,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mf,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mg,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mh,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mr,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ms,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mt,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mu,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mv,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mw,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mx,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120my,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120mz,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120p9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pd,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pe,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pf,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pg,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ph,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pr,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ps,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pt,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pu,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pv,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pw,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120px,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120py,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120pz,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120r9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rd,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120re,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rf,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rg,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rh,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rr,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rs,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rt,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ru,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rv,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rw,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rx,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ry,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120rz,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120t9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120td,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120te,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tf,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tg,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120th,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tn,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tp,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tq,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tr,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ts,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tt,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tu,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tv,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tw,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tx,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ty,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120tz,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v0,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v1,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v2,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v3,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v4,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v5,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v6,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v7,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v8,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120v9,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vb,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vc,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vd,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120ve,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vf,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vg,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vh,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vj,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vk,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
Chickpeas,u8k120,u8k120vm,Cicer arietinum,Fabaceae,"(20, 25)","(30, 50)","(6.0, 7.0)",25,8
